"ph","Conductivity","Turbidity","Potability"
6.019539894497238,360.9959945,4.405385706000001,1
6.019539894497238,290.18098310000005,4.08990769,1
3.906078355,269.4490512,3.902879712,1
6.391353624,369.3381209,3.9237491689999997,1
6.019539894497238,296.3975472,3.855602212,1
8.692092013,398.345418,4.4779602480000005,1
8.085759801,416.23963010000006,4.068688909,0
6.203977702,362.1080043,5.215689206,1
5.058108869,669.7250862000001,5.106655774,1
6.019539894497238,485.9745005,4.620793452,1
6.019539894497238,333.32984799999997,3.439740042,1
7.261550522,501.1827807,3.636364183,1
7.160467231,428.0363444,3.8848910439999997,0
5.704764776,504.378681,4.157533407,1
6.217273135,556.6537099999999,5.325833446,1
8.67993497,352.9425881,3.873470298,1
6.019539894497238,425.21357479999995,4.655916598999999,1
6.897322141,383.0143102,5.02278363,1
3.514545529,307.379142,3.762615331,1
3.7225004860000004,467.5629728999999,3.662837732,1
6.455004797000001,477.58134620000004,2.293431406,1
7.316804754,425.9134002,3.50837265,0
1.8445383659999999,410.3872638,5.013463351,1
5.519125656,443.5703721,3.75899586,1
7.408985467000001,504.14599410000005,3.7724209280000003,1
5.976769618,514.1189201000001,2.9946710960000003,1
6.395359132,573.4002951,4.191217515,1
6.20964226,417.241656,3.612519615,1
6.762832522,465.4137746,4.9165791610000005,1
9.918717063999999,430.5077069,3.3855084439999996,1
10.15544017,487.45913099999996,5.00246726,1
8.721726711,506.9383527,2.555026904,1
6.019539894497238,575.1146944,4.383921814,1
6.019539894497238,420.7095912,3.355164642,1
6.099646705,291.10483660000006,3.172789769,1
9.02678772,588.3196505,2.019042018,1
6.953371603,551.1433372,3.651865808,1
6.1408775570000005,548.0727613,5.359460295,1
7.077874007,333.0507859,4.764508265,1
5.488314309,441.3311375,5.066786272,1
7.205559175,418.4332899,3.710053126,0
9.177869866,426.9943932,3.108769988,1
4.270716195,349.5189104,3.763905903,1
7.348844512,494.1584341,4.880875156,1
8.52616987,474.2404823,5.083014142,1
6.019539894497238,590.7487872,3.995973787,1
2.612035915,468.0802666,4.76520537,1
8.490571562000001,435.0008983,3.875556805,0
6.019539894497238,463.3988471,3.398592587,1
8.858401531,344.3033625,5.525726337999999,1
6.098156521,245.85963199999998,3.9773623639999998,1
8.419970682,463.6472774,3.9624783139999997,1
9.286155021,353.7401,5.23998187,1
7.875895135,445.37414739999997,4.238589203,0
7.7253329079999995,339.4113267,3.724836704,0
3.3880906110000004,353.9129274,2.7986009480000003,1
6.745306715,373.0501016,3.90235259,0
6.019539894497238,263.7719135,5.629015636,1
7.183825722999999,290.42383839999997,4.597165512,1
10.1119767,403.0418101,3.425763242,1
7.397413299,489.8516004,3.14915751,1
7.812804387999999,442.5457745,6.204846358999999,1
6.8774569329999995,342.1963466,3.827650072,0
6.019539894497238,468.9450148,4.664350321000001,1
6.019539894497238,274.6605966,4.197595209,1
7.521051679,505.7093717,2.8807853469999998,1
8.550875469,432.28527,3.772886607,1
10.30847766,382.9515048,3.2850770519999997,1
6.019539894497238,465.2166206,5.052736766000001,1
7.371085073,363.1685384,4.412589537,0
11.18069466,504.0505391,3.809841654,1
6.506487767,481.77193430000005,3.548775589,1
6.643935775,437.9090052,3.8129529260000004,0
5.03377399,500.6373262,3.244948477,1
6.912607562000001,439.6480512,2.612248953,0
7.9776359910000005,473.6624528,3.5521295,1
6.078335837000001,360.06047739999997,4.201580906,1
6.242414483999999,448.2425267,4.508705098,1
6.06335479,327.2702387,3.467336915,1
8.129585514,397.0214276,3.362537135,0
9.562405944,433.3816666999999,3.7627198369999997,1
8.167792632000001,525.5987875,4.289395484,1
8.594416135,672.5569992000001,3.568991708,1
6.019539894497238,566.339294,3.679795035,1
6.825467901000001,373.4272355,3.027449578,0
7.861177701,469.4869612,4.157656628,1
4.96577356,386.41333149999997,3.421766849,1
6.207432967999999,533.7958508,3.549298841,1
6.019539894497238,490.90971219999994,4.417559791,1
9.769251006000001,353.19647549999996,4.636556195,1
9.63066548,417.1670729,4.920091158,1
5.187471605,368.8154286,3.203257896,1
7.633570088,420.5341718,2.927066767,0
5.77119905,313.70193430000006,4.688959065,1
6.579969329,254.3932756,4.575931872,1
4.801154368,587.3950117,4.418638132,1
7.948815718,434.65545860000003,3.692250861,0
6.906992172000001,356.4591369,2.124759352,0
6.019539894497238,395.3417753,4.444350199,1
6.019539894497238,399.2713589,3.463172548,1
8.461330874,477.3433686000001,3.771944146,1
7.726134807999999,472.2589937,3.7206369039999996,1
6.019539894497238,438.8657751,3.7777374139999997,1
8.927078148,380.1972,4.601860959,1
6.20801554,481.19567350000005,4.334615732,1
6.128425635,415.0087369,4.633823862,1
6.019539894497238,416.5889058,2.678910713,1
7.308048847999999,415.6072778,3.696119712,0
6.019539894497238,515.386742,4.353238589,1
8.640886409,309.98328680000003,5.263101572,1
6.019539894497238,482.3300548,4.102529482,1
8.153210075,487.9083272,2.905788134,1
8.29372011,399.48362119999996,3.954715283,0
6.019539894497238,332.7375865,3.310858508,1
6.019539894497238,344.76792439999997,3.706601792,1
9.489972878,277.97006969999995,4.219967522,1
7.830976343,507.4454883,4.588784657,1
4.430281212,434.78126710000004,4.384565156,1
7.240739639,579.2203941,3.556297467,1
6.019539894497238,251.02089869999998,3.6655217639999997,1
6.867301322,484.12293889999995,3.82359504,1
6.129637015,341.3885767,4.6158861810000005,1
7.917049443,358.78173619999995,3.659484625,0
6.511618075,475.3413507,4.850433708,1
5.323815584,580.8977004,2.880721846,1
6.769572869,289.5424601,5.22054027,1
5.87797404,538.4954044,4.032259504,1
9.534021716,259.6368031,2.768238928,1
6.340027628,435.50045710000006,3.686001324,1
8.66159243,512.2773101,3.67043101,1
5.653506135,272.4405583,5.1989855039999995,1
6.6260121839999995,327.24807860000004,4.194313129,0
7.793833573,371.216973,4.172935335,0
7.59312765,387.6295723,3.377337638,0
7.362736502000001,419.2584481,4.408513182,0
9.320305445,499.8441671,4.205809732,1
3.719791644,427.4959312,2.718397734,1
6.655605026,336.8314548,2.951644715,0
9.868877881,424.29283080000005,3.355489791,1
5.590614436,469.4130904,4.726845017,1
5.5544365110000005,306.872526,2.0959140869999997,1
4.126528715,445.2414569,4.460200984,1
5.970035657,327.786642,5.428674072000001,1
6.019539894497238,448.8460364,4.6009275689999996,1
8.369154353999999,493.46543990000004,3.629749331,1
6.284248242,395.26106339999995,3.377132289,1
11.26782838,316.5358711,4.153347001,1
9.298018008,399.4773578,3.681324244,1
7.895469246,407.7322172,4.2369473,0
7.9474857860000006,425.62781399999994,3.70085384,0
10.02615916,517.5128415,4.182277582,1
6.48819324,324.5098409,4.592073571,1
5.869736755,465.61648080000003,4.689315048,1
6.019539894497238,382.197839,3.6599748119999997,1
5.30414266,497.7903905,4.165723664,1
7.533614823,363.5063443,3.4627639869999998,0
4.077607725,288.36519310000006,2.758658531,1
6.019539894497238,358.88876760000005,3.87385335,1
7.086168401,400.9043497,3.416539753,0
6.271012171000001,543.3917436,5.303581361,1
7.957768344,514.4217219999999,3.450745892,1
8.875642277999999,474.77251900000005,4.006991558999999,1
6.019539894497238,462.4024491,4.358298341,1
6.613709117999999,374.77031580000005,3.5397711110000003,0
7.735705022,595.3292635,2.1486115359999998,1
9.925041327999999,405.9001841,4.703803488999999,1
9.00258311,366.4917287,4.904837415,1
5.095766465,513.8775793000001,4.35219347,1
8.594677107999999,588.8527329,4.754072498999999,1
7.083779061,434.7477154,3.887680685,0
7.682872497999999,469.8356255,3.7786067880000003,1
6.019539894497238,415.21173460000006,3.313199022,1
6.419772474,523.6001756000001,3.095233157,1
4.443238899,429.544773,3.268324836,1
6.978664262000001,470.0787053,4.766943236,1
6.623613566,410.2432475,2.915165951,0
3.664710562,291.14844889999995,3.3161576569999998,1
4.814135621,414.030709,5.190851805,1
5.779673705,428.55324850000005,4.656377233,1
6.937818782999999,439.62499800000006,3.724089564,0
7.436782609,522.79373,3.7276637189999997,1
4.723312573,411.29502460000003,3.917586695,1
9.380658051000001,503.17061540000003,4.034349047,1
7.810144932999999,351.1860809,4.033773709,0
9.436637164,469.7613277,4.41111744,1
9.406325752999999,347.98307830000005,3.0972779569999997,1
6.321259315,491.76531320000004,4.501457203999999,1
6.019539894497238,409.2207765,3.605154199,1
4.705356496,370.1781664,3.4374501339999997,1
8.896418987999999,425.2268617,3.700945733,1
6.581878202,351.47683939999996,4.201662863999999,0
6.755145902000001,385.1146477,5.1627297489999995,1
9.445129838,592.659021,3.875165247,1
9.024845037,451.14348099999995,3.9852505060000003,1
6.019539894497238,475.57356239999996,2.7473129989999996,1
6.80011909,376.4565931,3.8549398999999998,0
7.174135163,315.5499,3.9398956569999997,0
7.657991237,416.6241889,2.437296288,0
8.322986672,358.7258688,4.0521357280000005,0
5.934279093,277.38453730000003,5.217895024,1
9.802720782,512.4287308,2.7646338810000004,1
6.101955231,417.8435527,3.53559633,1
4.997770601,297.61154,3.4046329060000002,1
4.815766791000001,481.4808283,4.375223811000001,1
6.548020557999999,497.3217528,3.6118603719999998,1
13.17540172,500.2459518,4.10692449,1
6.618010906,401.66979060000006,4.4376957489999995,0
7.788054732999999,359.5690815,3.3687572169999997,0
5.191834327,388.71657949999997,3.859800939,1
5.626339528,346.55320639999997,1.9433187769999998,1
6.869638941,539.4668769,4.726702454,1
9.058628424,463.38925599999993,3.65213447,1
7.291888325,439.64932860000005,5.328712788,1
7.2759087739999995,373.34569260000006,5.062297798,1
6.512737124,479.50127860000003,4.612963628999999,1
7.207886781,468.5628288,3.762741072,1
6.019539894497238,629.2812475,3.772919265,1
5.324941856000001,392.4214958,4.427137926,1
7.082300649,353.03038030000005,3.4855773880000003,0
5.33418358,360.1791773,5.091357101,1
10.7618978,392.7040818,4.661798516,1
6.286806948,563.4347751,4.104863275,1
9.794558699,427.1239484,2.9454187380000003,1
8.210443565,391.0688736,4.97605516,1
6.941719438,374.48533239999995,4.563183171,1
10.35611883,365.72029150000003,4.201849441,1
7.958984292,327.623881,4.698007916,1
3.8826310810000004,341.2911163,3.7340013869999997,1
5.671773833,372.53524280000005,3.833159746,1
10.00330054,574.5550413,4.7463818589999995,1
6.552847474,477.1639068,4.687986155,1
7.628552722999999,495.96698610000004,4.182057148,1
4.79084054,608.8468562999999,3.258858945,1
7.710959938999999,516.2840829,4.28894682,1
8.291299006000001,475.9091299,3.424701921,1
6.193170101000001,389.4059776,3.466645288,1
9.032660579,390.65722610000006,4.927218272,1
6.139493741,416.2388206,3.2609068530000003,1
7.12942473,323.29891519999995,3.418610803,0
6.019539894497238,509.4068215,4.109590273999999,1
5.4185037629999995,454.5202956,4.506539591,1
8.075494508,321.7483389,3.682919645,0
6.019539894497238,291.3537014,4.081701398,1
10.04967372,442.76804969999995,5.133477823,1
5.667650647,554.1205362000001,3.6332137560000004,1
6.019539894497238,417.6312019,3.807920062,1
8.923980607999999,415.6294838,4.15558319,1
6.428866312999999,466.0443992,4.184783372,1
6.9606035020000006,468.5913885,4.978820188,1
5.873675846,420.2912301,5.412090885,1
6.79546901,498.665928,5.1630881539999995,1
10.04102797,557.4860613,3.8075626060000003,1
6.019539894497238,485.6472319,4.1247806780000005,1
7.2960377339999996,385.6143207,4.168526118,0
6.019539894497238,375.78071639999996,3.497577391,1
5.862641233,331.57013870000003,5.50742094,1
7.292141805,435.10801730000003,4.466912563999999,0
8.062805642999999,510.41440250000005,4.471842,1
7.82197094,294.63653139999997,3.532958335,0
11.301794000000001,410.85611389999997,3.309580397,1
6.593764312999999,489.7034438999999,2.346578095,1
9.161088612999999,379.7251816,4.888061137,1
6.019539894497238,290.8894718,5.9225816920000005,1
4.642953052,439.94440810000003,3.982867293,1
7.798453676,507.17868830000003,4.107267203,1
5.564342491000001,369.5555133,2.285987849,1
7.886591227,326.11535019999997,4.589983508,1
7.443189014,430.48729569999995,2.664832796,0
3.6571231330000002,426.23112910000003,3.31462973,1
9.597191857,335.1976082,5.1451528710000005,1
6.964225943,378.08554560000005,3.990437572,0
7.6729095229999995,401.1408786,4.2682274819999995,0
6.737004072,384.308673,4.063170288999999,0
6.019539894497238,463.7417161999999,4.135745329,1
5.382489039,551.4762022000001,4.173330283,1
7.022952113,412.7094234,4.971907099,1
6.019539894497238,559.8178471,2.969136099,1
10.02622381,388.467266,3.7362284710000004,1
5.583832997999999,278.6390387,3.8701569210000004,1
7.952929116,309.2546197,5.260014766,1
5.500186641,469.795375,4.178478951000001,1
7.543700466000001,440.28344560000005,3.630536578,0
6.848331559,558.8155667000001,4.396604556000001,1
6.019539894497238,487.99726160000006,3.779554492,1
5.910251729,695.3695280000001,3.6609229080000003,1
8.716820334,447.0280768,3.2051287669999997,1
6.0168891360000005,383.20777480000004,4.422269233,1
9.567822726000001,492.4115244,4.197919055,1
4.2962470239999995,330.067379,4.1633289819999995,1
3.551579177,514.7629185,3.96599397,1
8.529669347999999,498.65083269999997,3.776040837,1
8.065339036000001,497.0192345,3.7563917069999997,1
9.158445163,425.7520176,4.525236731000001,1
8.848586283,479.79197469999997,4.014681858,1
9.495456382,409.4509977,4.168541278999999,1
8.052893916,328.4331103,3.6348445419999997,0
2.7985490989999997,521.1405236,3.6632522219999997,1
6.425873866,502.99108780000006,3.731936503,1
7.757269666,543.5287986000001,4.165432286000001,1
7.748654706,441.52954730000005,2.511810493,0
5.1173903030000005,356.8622871,3.937188442,1
7.481535362000001,518.3755725999999,4.2620654369999995,1
5.374222585,350.1780398,3.642778438,1
7.063646976,402.593602,3.39586624,0
6.876451042999999,349.1860855,4.545340927,1
4.812433652,607.0265423,3.0209959,1
4.993530734,429.82781889999995,3.1538093369999998,1
4.788861062,444.85432080000004,2.8968521860000003,1
4.037287739,401.204271,3.04504857,1
6.505872509,265.2511986,4.497528597,0
6.779773967000001,459.87654960000003,2.729104523,1
6.952511674,395.40700380000004,4.105495485,0
5.628406919,351.16121319999996,5.050683115,1
5.966000489,406.8063023,4.177139266,1
6.319431545,307.6913606,2.653126688,1
8.02724787,440.938978,3.4806408369999997,0
8.882684452000001,532.3366593000001,3.827920867,1
5.991283475,604.6312629,4.840562301,1
10.27244427,446.45072530000004,3.1798847269999997,1
6.019539894497238,390.955033,4.728123985,1
6.105140135,314.96508969999996,3.103089844,1
9.443358884,458.67723150000006,3.4866464089999996,1
6.887414371,386.6228625,4.564188355,1
6.512900833,296.07438199999996,4.404040365,0
5.772718095,465.5592858,6.494249467,1
4.912557262,327.47565039999995,4.897372508,1
9.739561949,369.59128910000004,2.5680798769999997,1
5.541979018999999,517.9357855000001,3.672975983,1
6.019539894497238,384.68487539999995,3.6017354810000004,1
6.019539894497238,503.66408509999997,3.451740047,1
6.448931032999999,473.7513016,3.6221955219999997,1
5.477912295,358.04413,3.774256121,1
8.544708662,393.88961560000007,2.31815248,1
7.3785970160000005,402.0199448999999,3.215219463,0
6.66400305,347.353336,2.227727884,0
6.775582812000001,358.71767689999996,4.333636278,0
8.736371211,333.62379389999995,3.8021161169999997,1
7.146976296,520.1113581999999,4.025762216,1
6.019539894497238,588.5667127,5.652222113,1
5.040331692,529.0525353,3.603325615,1
6.019539894497238,347.9574985,4.003819012,1
7.745499128,421.4853341,4.043334781,0
6.259651602999999,380.24019269999997,4.213405262,1
8.59639118,348.0414889,3.5198843660000003,1
5.767349597000001,424.46115199999997,3.896090487,1
7.088940642000001,369.9693333,5.661104287000001,1
8.029181612999999,431.3047161,4.388551012,0
6.019539894497238,557.4218785,4.120931424,1
4.725785565,411.1144853,3.15633142,1
8.19576536,403.189913,3.218709224,0
6.443753667999999,352.35362280000004,4.4986849310000006,1
7.039094321,593.3962245,4.366031351,1
6.019539894497238,313.8787713,4.407566169,1
6.019539894497238,418.45359069999995,5.1104141489999995,1
6.945224092,367.99797739999997,4.823082014,1
5.742110407,498.14238610000007,3.323069564,1
5.59662785,552.3087055,5.235111121,1
7.350378987000001,557.4956847,3.6639221839999996,1
6.262798867000001,567.0272739,4.012517558,1
9.927023723,482.8424352,4.0517334730000005,1
5.381407519,308.7297975,4.364066935,1
4.9613527280000005,449.1471915,3.9028378339999996,1
6.457097525,517.4321968,2.637364885,1
6.53936951,532.5727848,4.527364378,1
6.252410005,484.58579119999996,2.7229081610000003,1
7.9673448229999995,386.0553312,4.069358772,0
6.019539894497238,535.3023515,4.825792283,1
7.60952119,370.27088,3.145842903,0
6.887863943999999,441.0026117,5.454487652,1
9.879071258,442.3374864,4.218831154,1
7.63876177,394.1809845,4.496626599,0
6.961891686,530.2214098999999,3.44672846,1
8.060609624,423.4208384,3.60090567,0
7.2402717910000005,325.38770760000006,3.832597167,0
7.4867797089999994,444.67857879999997,5.048833995,1
8.410460643,519.0316251,2.9773599460000004,1
6.143921454,469.98332400000004,3.476213304,1
6.09617989,435.783775,5.142471132,1
6.384824009,437.7279153,4.144998518,1
9.462666017,485.6972741,2.8501837660000002,1
7.8681470860000005,549.4149828,4.3158984060000005,1
5.873157137000001,352.456041,5.120887965,1
6.019539894497238,534.1302716,5.14411422,1
6.5293044479999995,422.8175562,3.361088407,0
5.152203722,350.0049779,4.689842818,1
7.858662778999999,374.07284469999996,3.422470521,0
7.704410252000001,397.3996598,3.031364369,0
6.728004386,325.53753939999996,4.410697353,0
10.46450248,498.9319114,4.956358408,1
9.11278625,422.03949500000004,4.567087634,1
8.079808358,589.5522114,3.6110574410000003,1
7.078659419,380.4599178,3.696640141,0
6.019539894497238,532.8851961,4.093097749,1
8.043889299,430.8368251,3.15994937,0
7.040244978,381.3573499,3.993409764,0
5.483974109,306.3559039,4.063613621,1
8.53440688,341.7601979,2.5447337009999997,1
7.266594535,445.03745599999996,3.357439471,0
6.2566511479999996,481.30705159999997,4.181050753,1
7.240351006,534.8009878,3.7829718999999997,1
8.692115322000001,517.4274709,2.283475159,1
8.639540978,419.788898,4.192932215,1
7.179864149,358.0562635,3.8784473139999998,0
7.163999222999999,415.5775127,3.3543222669999997,0
8.926113143,361.9016284,2.752134121,1
6.353110302,389.68323439999995,2.856175487,1
6.681553567999999,326.0262267,2.956748075,0
5.445325981,365.0915872,3.946989523,1
7.539881893,444.11663260000006,4.53159367,1
6.019539894497238,399.60544649999997,4.482459764,1
4.37047658,456.30845389999996,4.649382033999999,1
10.31640038,492.20647360000004,3.4073494280000003,1
6.599593819,447.9877914,4.702310753,1
4.197583589,370.7714128,5.2064801769999995,1
7.9207945639999995,471.3686946,3.374326523,1
6.330732765,436.99175210000004,3.9400004230000003,1
6.019539894497238,329.7408617,5.1283465239999995,1
7.76414261,399.13171789999996,4.105178268,0
8.237142634,377.6820972,4.939109441,1
5.679234115,256.3025585,2.339572736,1
7.417570368,496.1051876,4.671557881,1
4.775983439,459.0835568,4.382161619,1
7.86509497,403.36059589999996,4.795025555,1
5.903465715,434.71974720000003,4.587086719,1
7.7057110060000005,518.043369,3.861956077,1
7.815121778,379.222873,3.096163272,0
6.139743032,494.12912489999997,3.841221574,1
5.041405028,444.45349569999996,4.543685761,1
8.675192692000001,441.29808760000003,4.97857536,1
7.689358004,529.7465288,4.978556095,1
8.570129121,511.16151110000004,4.604404561,1
5.6717623260000005,409.4793779,3.268693507,1
6.624806427999999,412.99676339999996,2.8409107560000004,0
6.541007699,530.7996674999999,2.3559342290000003,1
6.019539894497238,350.8943618,6.739,1
9.241197563,480.0130563,5.265728858,1
6.019539894497238,457.81155559999996,4.514981624,1
6.340809022,334.9373022,5.45860969,1
5.980357227000001,543.3479764,4.247240149,1
7.60597883,400.7061608,3.2428499289999997,0
6.4275124429999995,566.7547238,6.032994877,1
6.019539894497238,417.2873151,3.888235227,1
6.1090733120000005,375.5473617,4.881101138,1
5.842933081,506.75680769999997,4.143224936,1
5.36754649,463.4784249,4.267189591,1
5.345887147,492.1354893,2.950360943,1
5.386307352,355.5464203,3.662563465,1
9.919478426,278.7532038,4.11748804,1
6.019539894497238,503.1392455,4.328026357,1
7.121458435,353.9275932,3.7746005260000004,0
9.418296122000001,596.8258366,4.604633154,1
7.457164757999999,584.6043537,4.106543052,1
5.27222756,410.6485372,5.068556189,1
7.29195704,379.2701222,4.237643894,0
7.8038332210000005,343.7640131,2.907387267,0
6.844350911,526.4259147,2.877062813,1
5.608745232,596.0763682999999,4.644211645,1
5.701154645,509.7678877,3.403136416,1
5.412762497999999,420.12476100000003,4.091205593,1
6.019539894497238,631.3042163,3.9121483510000004,1
5.018132383999999,467.2180731000001,4.286478967,1
4.552238411,461.8362776000001,3.9328043339999996,1
6.019539894497238,348.52732139999995,4.613578722,1
7.025305942,471.1317159,5.989542791,1
5.770620968999999,387.1304829,4.240821478,1
8.437875983,587.022609,3.8154689939999997,1
5.907078268999999,357.25897030000004,4.296479908999999,1
6.89834133,428.78697589999996,5.371284156000001,1
10.25273437,528.1216264999999,3.290372492,1
8.206499938,332.8553213,4.22512093,0
7.286167388,352.6021464,4.686019916,1
8.809296432,350.1166859,3.87905374,1
6.641500687000001,573.7237623,4.694311216,1
6.145148361,319.4340326,4.600885755,1
5.906441765,385.81281839999997,4.807495942,1
5.38984593,491.75044800000006,3.5776749210000003,1
5.006562979,303.25634289999994,3.665205612,1
6.5036382,517.4283916999999,4.9631844339999995,1
9.606858896,370.903807,4.405351952,1
8.742229882,323.7440125,2.8423931860000002,1
8.394397412,376.2411457,2.83390143,0
6.019539894497238,610.7675763,3.257744181,1
3.841205038,483.33420930000005,3.635634543,1
4.3013734669999995,365.8353748,3.067626699,1
9.895889213,481.1367926,3.813428659,1
4.319440673,282.68740210000004,3.2419721010000004,1
8.313773604,607.9158477000001,4.290071516,1
6.019539894497238,517.4961422,2.3800842269999998,1
3.410359671,351.52039260000004,3.7217657689999997,1
7.510943342000001,499.0950566000001,3.3424090539999995,1
6.978290867999999,564.6475642000001,4.931878079,1
6.019539894497238,360.8142964,4.380978304,1
7.46072722,377.68222000000003,3.949014618,0
6.019539894497238,445.9284558,4.54358117,1
7.220165552999999,407.3750465,4.398685036,0
8.790851189,384.920771,3.480271755,1
6.019539894497238,472.6937251,4.148611317,1
6.019539894497238,426.43072019999994,5.77661102,1
9.049166054,471.9253772,2.814000683,1
9.515140615,501.4468337,3.8128876610000004,1
6.14524294,435.37652879999996,4.09093992,1
7.494212047,445.06123089999994,5.492704955,1
7.0918858170000005,515.0599861000001,5.116406585,1
6.624572528,405.8180972,4.333720849,0
6.032188903,349.9821732,3.423831621,1
6.344095425,337.219448,3.843484016,1
6.019539894497238,301.2028853,4.10343896,1
7.459144858999999,494.0943388,3.841052038,1
6.361666802999999,302.1907102,3.6817651139999996,1
9.011588754,380.1452048,2.897292531,1
7.466213132000001,456.2621506,2.0818456569999997,1
5.739816332999999,425.01675710000006,2.722571208,1
7.785106673,491.4317215,4.9046130439999995,1
7.138586781,399.9548334,3.272429761,0
8.805177745,299.2797747,5.176205069,1
8.003031485,561.6131872000001,3.1375512060000004,1
7.157337864,506.89965700000005,5.183622115,1
6.4273651439999995,332.6127519,3.5688231530000003,1
6.124672271000001,467.17182199999996,3.6310067089999998,1
8.457901037000001,370.7121076,4.914276095,1
5.772197394,414.0150432,3.0789858389999996,1
6.019539894497238,406.466385,4.589161805,1
6.760790523,457.5548272,4.905490433,1
7.895045662,472.0429124,3.084431233,1
8.576739928,389.29278450000004,3.916114733,1
5.596729817999999,424.25701330000004,3.826158191,1
8.145632374,376.6698777,4.307547519,0
6.665495067999999,318.56433039999996,3.928495392,0
6.499067997999999,593.5617556,4.355880125,1
9.735889388,449.3677902,5.573210319,1
9.268281895,431.47541219999994,5.255703382,1
6.019539894497238,447.93712300000004,3.9991255,1
10.0596421,477.9837557,3.81878876,1
6.475885399,466.64942,4.306112971,1
6.096128348,404.460052,2.9564474780000003,1
6.297845634,434.0487022,1.680554025,1
5.284096687,543.1817477000001,4.800963142,1
8.26994471,405.34060889999995,3.076479932,0
6.03956779,357.9863126,4.206835504,1
6.243279004,512.8947171,3.4728392130000003,1
8.214099764,418.6787647,3.38186391,0
6.019539894497238,509.5464193,3.916745527,1
6.019539894497238,357.1196221,4.284878629,1
6.019539894497238,421.4642532,3.5695702660000004,1
9.836030547,300.06248660000006,4.219118008,1
8.719764332,481.8534152,2.887725422,1
7.009601694,397.996103,3.1219448510000003,0
6.492638846,652.5375916,4.667770161,1
7.814524321,370.01137289999997,2.901699556,0
9.652562935,392.7674528,3.1925697989999997,1
8.00754122,447.48436100000004,5.25017306,1
6.019539894497238,374.46384789999996,3.716659341,1
6.019539894497238,426.08052239999995,3.845127166,1
7.386837696000001,458.0441705,4.816705216,1
5.497580321,476.8444591,5.060114929,1
6.057828113999999,397.2367839,3.292249267,1
6.019539894497238,382.75796560000003,4.235174415,1
6.268953337,534.5408375,4.674495973,1
6.019539894497238,471.0626399,4.969149725,1
6.284984822,574.5406715,5.703287743,1
9.043095632,372.551219,4.008499341,1
8.523062078999999,436.6259903,5.112376365,1
6.019539894497238,294.8468015,4.183319911,1
6.019539894497238,430.3956004,2.913048443,1
4.02905271,503.7324283,4.1796562669999995,1
6.412707042,389.21529489999995,5.014144883999999,1
6.27629499,470.42967589999995,4.342759277,1
7.648877927999999,393.293539,4.9535338630000005,1
5.548181849,431.9724289,3.945460484,1
6.019539894497238,438.1321035,2.604959925,1
7.468617019,453.2113664,3.384178841,1
